user_id,created_at,updated_on,hp_user_id,username,user_profile_url,user_blocked,post_id,hp_post_id,post_datetime,post_url,post_summary,post_tags,post_full,me_too
1070,2022-11-05 23:09:59,2022-11-21 16:31:39,3419373,17Owner34,https://h30434.www3.hp.com/t5/user/viewprofilepage/user-id/3419373,0,1070,7162509,2019-07-03 09:02:00,https://h30434.www3.hp.com/t5/Notebook-Hardware-and-Upgrade-Questions/HP-Laptop-17-bs0xx-left-screen-hinge-broken-after-normal-use/m-p/7162509?search-action-id=582346755984&search-result-uid=7162509,"...xtremely tenuous      This resulted in damage to the screen by the broken hinge jutting outwards.      [edit]  a part I can purchase, a service center I can send the laptop to be serviced?&n...","[""HP Laptop 17 bs0xx"", ""Microsoft Windows 10 (32-bit)""]","...xtremely tenuous      This resulted in damage to the screen by the broken hinge jutting outwards.      [edit]  a part I can purchase, a service center I can send the laptop to be serviced?&n...","[{""username"": ""Bee500"", ""hp_user_id"": ""3419640"", ""post_datetime"": ""2019-07-03""}]"
619,2022-11-05 23:09:01,2023-03-30 03:20:05,5117794,17xby,https://h30434.www3.hp.com/t5/user/viewprofilepage/user-id/5117794,0,619,8384435,2022-05-19 00:07:00,https://h30434.www3.hp.com/t5/Notebook-Hardware-and-Upgrade-Questions/Left-hinge-broken-HP-Laptop-17-by0xxx/m-p/8384435?search-action-id=582346581708&search-result-uid=8384435,"The left hinge of the laptop is broken, and the   left corner (where the power input is) is cracked and bulging.    The laptop was not dropped nor has it fallen. When I open and close the l...","[""HP Notebook - 17-by0000na"", ""Microsoft Windows 11""]","The left hinge of the laptop is broken, and the  left corner (where the power input is) is cracked and bulging.  The laptop was not dropped nor has it fallen. When I open and close the l...","[{""username"": ""djcs57"", ""hp_user_id"": ""5122341"", ""post_datetime"": ""2022-05-20""}, {""username"": ""Beaugy"", ""hp_user_id"": ""5323465"", ""post_datetime"": ""2022-07-24""}]"
99221,2023-03-28 15:22:41,2023-03-28 15:22:41,6283518,1shraq,https://h30434.www3.hp.com/t5/user/viewprofilepage/user-id/6283518,0,99844,8651927,2023-03-27 23:13:00,https://h30434.www3.hp.com/t5/Notebook-Hardware-and-Upgrade-Questions/Faulty-left-corner-hinge-screen-pops-out-HP-Envy-x360/m-p/8651927?search-action-id=609072101994&search-result-uid=8651927,The left hinge has become detached/broken on the monitor side (HP Envy x360 Laptop ). This in turn cause the bottom monitor frame to pop out. Over past few weeks it got significantly worse as I am u...,"[""HP ENVY x360 Laptop - 15m-ee0023dx"", ""Microsoft Windows 11""]",The left hinge has become detached/broken on the monitor side (HP Envy x360 Laptop ). This in turn cause the bottom monitor frame to pop out. Over past few weeks it got significantly worse as I am u...,
110443,2023-04-18 20:04:44,2023-04-18 20:04:44,6356922,2018MotoGuzzi,https://h30434.www3.hp.com/t5/user/viewprofilepage/user-id/6356922,0,111066,8668196,2023-04-17 16:03:00,https://h30434.www3.hp.com/t5/Notebook-Hardware-and-Upgrade-Questions/Broken-Hinge/m-p/8668196?search-action-id=613930500143&search-result-uid=8668196,Broken Hinge.  When open the screen the left side of the laptop is giving out making hard to plug in the power adapter.  It's out of warranty.  Purchased in August 2019.  Can it b...,"[""HP Notebook - 17-by0068cl"", ""Microsoft Windows 11""]",Broken Hinge.  When open the screen the left side of the laptop is giving out making hard to plug in the power adapter.  It's out of warranty.  Purchased in August 2019.  Can it b...,
1669,2022-11-05 23:11:17,2022-11-21 16:32:36,4013513,2Oldtimers,https://h30434.www3.hp.com/t5/user/viewprofilepage/user-id/4013513,0,1669,7947575,2021-01-23 09:04:00,https://h30434.www3.hp.com/t5/Notebook-Hardware-and-Upgrade-Questions/Bad-notebook-hinge/m-p/7947575?search-action-id=582347102715&search-result-uid=7947575,We don't know what we have. We are in our 90s living on fixed incomes and use our computer to keep in touch with children living in other states. We are homebound due to covid and our laptop hinge i...,"[""HP""]",We don't know what we have. We are in our 90s living on fixed incomes and use our computer to keep in touch with children living in other states. We are homebound due to covid and our laptop hinge i...,
231,2022-11-05 23:08:08,2022-11-21 16:30:58,4960336,3NVYx360,https://h30434.www3.hp.com/t5/user/viewprofilepage/user-id/4960336,0,231,8345024,2022-04-01 05:00:00,https://h30434.www3.hp.com/t5/Notebook-Hardware-and-Upgrade-Questions/Defective-hinge-broken-screen/m-p/8345024?search-action-id=582346422651&search-result-uid=8345024,My HP Envy x360 laptop has a defective hinge that has split the screen from the body and caused it to crack. The touchscreen also no longer works. I have visited the store from where it was p...,"[""HP ENVY x360 Laptop - 13-ay0045au"", ""Microsoft Windows 10 (64-bit)""]",My HP Envy x360 laptop has a defective hinge that has split the screen from the body and caused it to crack. The touchscreen also no longer works. I have visited the store from where it was p...,"[{""username"": ""sontowsky"", ""hp_user_id"": ""4957953"", ""post_datetime"": ""2022-04-01""}]"
135,2022-11-05 23:07:58,2023-03-16 19:36:08,5118585,429939,https://h30434.www3.hp.com/t5/user/viewprofilepage/user-id/5118585,0,135,8384708,2022-05-19 08:00:00,https://h30434.www3.hp.com/t5/Notebook-Hardware-and-Upgrade-Questions/Laptop-broken-hinge/m-p/8384708?search-action-id=582346354493&search-result-uid=8384708,"...o faulty design, and In the US, users are proposing to take a class action lawsuit against HP over this issue. There are also many examples on this forum if you search for ""broken hinge"".  Has a...","[""HP Notebook - 17-ca1027na"", ""Microsoft Windows 11""]","...o faulty design, and In the US, users are proposing to take a class action lawsuit against HP over this issue. There are also many examples on this forum if you search for ""broken hinge"".  Has a...","[{""username"": ""MSP777"", ""hp_user_id"": ""4173676"", ""post_datetime"": ""2023-03-08""}, {""username"": ""Wildr"", ""hp_user_id"": ""4774059"", ""post_datetime"": ""2022-08-01""}, {""username"": ""emmy77"", ""hp_user_id"": ""5128430"", ""post_datetime"": ""2022-05-22""}]"
144,2022-11-05 23:07:58,2022-11-21 16:30:50,4760828,4wheeler,https://h30434.www3.hp.com/t5/user/viewprofilepage/user-id/4760828,0,144,8293209,2022-02-02 18:14:00,https://h30434.www3.hp.com/t5/Notebook-Video-Display-and-Touch/Hinge/m-p/8293209?search-action-id=582346354493&search-result-uid=8293209,"Hello HP, i have a broken hinge on my laptop and on your parts pge i could not find/order the part number for the hinges for this laptop, is it possible to get the part number for the hinges for t...","[""W7D77UA""]","Hello HP, i have a broken hinge on my laptop and on your parts pge i could not find/order the part number for the hinges for this laptop, is it possible to get the part number for the hinges for t...",
15508,2022-11-09 20:39:46,2022-11-21 16:30:42,5732961,55kw55,https://h30434.www3.hp.com/t5/user/viewprofilepage/user-id/5732961,0,16134,8533680,2022-11-09 10:54:00,https://h30434.www3.hp.com/t5/Notebook-Hardware-and-Upgrade-Questions/Broken-Hinge-leading-to-a-popped-out-Screen-Common-Issue-for/m-p/8533680?search-action-id=583704513333&search-result-uid=8533680,I opened up my laptop one day only for the hinge to be broken and for the screen to pop out. I did a quick internet search and saw that the same issue was experienced by other HP users. I only had t...,"[""HP ENVY x360 Convertible Laptop PC 13m-bd0000 (172M9AV)""]",I opened up my laptop one day only for the hinge to be broken and for the screen to pop out. I did a quick internet search and saw that the same issue was experienced by other HP users. I only had t...,
1634,2022-11-05 23:11:11,2022-11-21 16:32:32,4200887,5am,https://h30434.www3.hp.com/t5/user/viewprofilepage/user-id/4200887,0,1634,8098147,2021-06-27 13:39:00,https://h30434.www3.hp.com/t5/Notebook-Video-Display-and-Touch/Laptop-hinge-broke/m-p/8098147?search-action-id=582347034906&search-result-uid=8098147,I own a HP Envy x360 Convertible Laptop and the warranty has expired. However while opening it recently the hinge has cracked or snapped. The screen is now broken at the bottom corner and I a...,"[""HP Envy x360"", ""Microsoft Windows 10 (64-bit)""]",I own a HP Envy x360 Convertible Laptop and the warranty has expired. However while opening it recently the hinge has cracked or snapped. The screen is now broken at the bottom corner and I a...,
1520,2022-11-05 23:10:57,2022-11-21 16:32:23,3388039,69-sprite,https://h30434.www3.hp.com/t5/user/viewprofilepage/user-id/3388039,0,1520,7170022,2019-07-11 16:08:00,https://h30434.www3.hp.com/t5/Notebook-Hardware-and-Upgrade-Questions/Left-hinge-broken-on-Pavilion-G7/m-p/7170022?search-action-id=582346998204&search-result-uid=7170022,"My G7 notebook's left hinge has broken/frozen and is impacting the left top of the case on opening/closing. I know this issue has been posted before, I just haven't received any responses to my t...","[""Microsoft Windows 10 (64-bit)"", ""Pavilion G7 (D1D30UAR#ABL)""]","My G7 notebook's left hinge has broken/frozen and is impacting the left top of the case on opening/closing. I know this issue has been posted before, I just haven't received any responses to my t...",
227,2022-11-05 23:08:08,2022-11-21 16:31:06,5399692,743149,https://h30434.www3.hp.com/t5/user/viewprofilepage/user-id/5399692,0,227,8456379,2022-08-14 18:29:00,https://h30434.www3.hp.com/t5/Notebook-Video-Display-and-Touch/Broken-Hinge-Makes-Screen-Separate-From-Case/m-p/8456379?search-action-id=582346422651&search-result-uid=8456379,"This is the second 17"" HP Laptop we've owned. Both times the hinges failed with very little use, causing the case to separate from the display. Luckily the first one was still under warranty. This o...","[""HP Notebook - 17-by1062st"", ""Microsoft Windows 10 (64-bit)""]","This is the second 17"" HP Laptop we've owned. Both times the hinges failed with very little use, causing the case to separate from the display. Luckily the first one was still under warranty. This o...",
282,2022-11-05 23:08:14,2022-11-21 16:31:01,5530618,9172022,https://h30434.www3.hp.com/t5/user/viewprofilepage/user-id/5530618,0,282,8485108,2022-09-17 08:16:00,https://h30434.www3.hp.com/t5/Notebook-Hardware-and-Upgrade-Questions/Laptop-shattered-due-to-broken-hinge/m-p/8485108?search-action-id=582346427186&search-result-uid=8485108,...he metal casing and hinge resulting in a cracked screen. This laptop has never been dropped or damaged in any way so it is very disappointing for my laptop to be destroyed for simply opening it.  A...,"[""HP ENVY x360 - 15m-bp112dx"", ""Microsoft Windows 11""]",...he metal casing and hinge resulting in a cracked screen. This laptop has never been dropped or damaged in any way so it is very disappointing for my laptop to be destroyed for simply opening it.  A...,
48473,2022-11-26 11:43:45,2022-11-26 11:43:45,5787249,98een,https://h30434.www3.hp.com/t5/user/viewprofilepage/user-id/5787249,0,49096,8548104,2022-11-25 03:59:00,https://h30434.www3.hp.com/t5/Notebook-Hardware-and-Upgrade-Questions/Broken-hinge-on-HP-Envy-x360/m-p/8548104?search-action-id=586489650792&search-result-uid=8548104,"Hello,  The left hinge of my HP ENVY x360 just broke, the screen popped and cracked down in the corner and two screws fell out together from there.  My warranty ran out last month, I literally m...","[""envy x360"", ""HP ENVY x360 Laptop - 13-ay0045au"", ""Microsoft Windows 11""]","Hello,  The left hinge of my HP ENVY x360 just broke, the screen popped and cracked down in the corner and two screws fell out together from there.  My warranty ran out last month, I literally m...",
39672,2022-11-22 19:14:14,2022-11-22 19:14:14,5779672,A_2022,https://h30434.www3.hp.com/t5/user/viewprofilepage/user-id/5779672,0,40298,8544588,2022-11-21 10:12:00,https://h30434.www3.hp.com/t5/Notebook-Hardware-and-Upgrade-Questions/HP-Envy-x360-Hinge-Broken/m-p/8544588?search-action-id=585853595984&search-result-uid=8544588,"The right hinge has just broken on my HP Envy x360 Convertible laptop. I have been using this laptop for a year, and have always been extremely careful, this is certainly a design issue.     I...","[""HP ENVY x360 Convertible Laptop PC 15-ed1000 (169W6AV)"", ""Microsoft Windows 11""]","The right hinge has just broken on my HP Envy x360 Convertible laptop. I have been using this laptop for a year, and have always been extremely careful, this is certainly a design issue.     I...",
924,2022-11-05 23:09:39,2022-11-21 16:31:28,3949239,A-Maize-ing,https://h30434.www3.hp.com/t5/user/viewprofilepage/user-id/3949239,0,924,7876090,2020-11-30 20:41:00,https://h30434.www3.hp.com/t5/Notebook-Hardware-and-Upgrade-Questions/Broken-Screen-Hinge/m-p/7876090?search-action-id=582346695411&search-result-uid=7876090,"Hi, the right screen hinge on my computer just broke - missing screws, broken plastic, won't rotate, bending my DVD drive, etc. I'm looking to fix it. So far I have been told it would cost the same a...","[""HP Laptop 17-by0xxx"", ""Microsoft Windows 10 (64-bit)""]","Hi, the right screen hinge on my computer just broke - missing screws, broken plastic, won't rotate, bending my DVD drive, etc. I'm looking to fix it. So far I have been told it would cost the same a...",
71408,2022-12-15 22:20:12,2022-12-15 22:20:12,5876936,Aadam2055,https://h30434.www3.hp.com/t5/user/viewprofilepage/user-id/5876936,0,72031,8566533,2022-12-15 12:32:00,https://h30434.www3.hp.com/t5/Notebook-Wireless-and-Networking/I-am-facing-wi-fi-signal-issue-on-HP-laptop-HP-240-G4/m-p/8566533?search-action-id=589818548159&search-result-uid=8566533,"Since last week suddenly my laptop getting very low wifi signal, I also tried connecting different wifi using mobile hotspot wifi and other router wifi but still getting low signal in my laptop. coul...","[""Microsoft Windows 10 (64-bit)""]","Since last week suddenly my laptop getting very low wifi signal, I also tried connecting different wifi using mobile hotspot wifi and other router wifi but still getting low signal in my laptop. coul...",
7465,2022-11-07 02:29:51,2022-11-07 10:57:17,3625215,Aakash1972,https://h30434.www3.hp.com/t5/user/viewprofilepage/user-id/3625215,0,8091,7492159,2020-03-01 06:50:00,,,null,"

I bought this  HP Pavilion Gaming Laptop 15-cx0xxx on june 2019 but it has several issues like hinge problem first it was like shaking now the hinge got broken and sometimes when we lift the laptop suddenly it misbehaves 

","[{""username"": ""SnoWhiteChaos"", ""hp_user_id"": ""3767182"", ""post_datetime"": ""2020-06-29""}, {""username"": ""Shiva_bangal"", ""hp_user_id"": ""4012117"", ""post_datetime"": ""2021-01-22""}, {""username"": ""Shiva_1996"", ""hp_user_id"": ""4135109"", ""post_datetime"": ""2021-04-25""}]"
2223,2022-11-05 23:12:28,2022-11-21 16:33:22,4336240,AAricie,https://h30434.www3.hp.com/t5/user/viewprofilepage/user-id/4336240,0,2223,8158064,2021-09-06 14:33:00,https://h30434.www3.hp.com/t5/Notebook-Hardware-and-Upgrade-Questions/Screen-poping-out-of-chassis-of-14-cd1008ca-laptop/m-p/8158064?search-action-id=582347335996&search-result-uid=8158064,When opening my laptop the bottom left of the screen pop out of about 2 to 3 mm of the chassis cause of the hinge exercising pression there.  I'm very disappointed in the build quality of this l...,"[""HP Pavilion x360 convertible 14\"""", ""Microsoft Windows 10 (64-bit)""]",When opening my laptop the bottom left of the screen pop out of about 2 to 3 mm of the chassis cause of the hinge exercising pression there.  I'm very disappointed in the build quality of this l...,
110,2022-11-05 23:07:57,2022-11-21 16:30:49,4858335,Aaryaphys,https://h30434.www3.hp.com/t5/user/viewprofilepage/user-id/4858335,0,110,8318731,2022-03-02 10:50:00,https://h30434.www3.hp.com/t5/Notebook-Video-Display-and-Touch/Broken-hinge/m-p/8318731?search-action-id=582346354493&search-result-uid=8318731,"I had brought a hp envy 360 laptop in December 2021. On feb 28th 2022 when I was closing my laptop I heard a cracking sound and when I saw, the left hinge was broken. When I took it for repair, the l...","[""HP ENVY x360 Laptop - 13-ay0045au"", ""Microsoft Windows 11""]","I had brought a hp envy 360 laptop in December 2021. On feb 28th 2022 when I was closing my laptop I heard a cracking sound and when I saw, the left hinge was broken. When I took it for repair, the l...",
635,2022-11-05 23:09:02,2022-11-21 16:31:06,4294607,ab1233,https://h30434.www3.hp.com/t5/user/viewprofilepage/user-id/4294607,0,635,8433272,2022-07-16 22:18:00,https://h30434.www3.hp.com/t5/Notebook-Hardware-and-Upgrade-Questions/Another-broken-hinge-on-HP-Envy-x360/m-p/8433272?search-action-id=582346581708&search-result-uid=8433272,Left hinge made a cracking sound one day and the screen almost popped out when I tried to open the laptop. I babied the laptop since it costed me $1200+ but this still happened randomly. Bought it i...,"[""HP ENVY x360 Laptop - 15z-ee000 CTO""]",Left hinge made a cracking sound one day and the screen almost popped out when I tried to open the laptop. I babied the laptop since it costed me $1200+ but this still happened randomly. Bought it i...,"[{""username"": ""Goldrush28"", ""hp_user_id"": ""3138156"", ""post_datetime"": ""2022-07-20""}]"
1788,2022-11-05 23:11:30,2022-11-21 16:32:45,4052082,Ab231,https://h30434.www3.hp.com/t5/user/viewprofilepage/user-id/4052082,0,1788,7983095,2021-02-20 04:02:00,https://h30434.www3.hp.com/t5/Notebook-Hardware-and-Upgrade-Questions/My-HP-Pavilion-laptop-hinges-are-broken-without-even-falling/m-p/7983095?search-action-id=582347120145&search-result-uid=7983095,I need to get the hinges of my laptop fixed and warranty is expired.,"[""Microsoft Windows 8.1 (64-bit)""]",I need to get the hinges of my laptop fixed and warranty is expired.,
105929,2023-04-04 23:53:45,2023-04-04 23:53:45,6312098,AB771,https://h30434.www3.hp.com/t5/user/viewprofilepage/user-id/6312098,0,106552,8658019,2023-04-04 16:34:00,https://h30434.www3.hp.com/t5/Notebook-Hardware-and-Upgrade-Questions/HP-Envy-Hinges-broken/m-p/8658019?search-action-id=610810995118&search-result-uid=8658019,"I have had my HP Envy for 2 years and it has been great! However, recently after opening it the left hinge started cracking and then popped out and a screw fell out but the screen was still f...","[""HP ENVY x360 Laptop - 15-ee0004au""]","I have had my HP Envy for 2 years and it has been great! However, recently after opening it the left hinge started cracking and then popped out and a screw fell out but the screen was still f...",
35,2022-11-05 23:07:48,2022-11-21 16:30:54,5632409,AbbeyNotHappy,https://h30434.www3.hp.com/t5/user/viewprofilepage/user-id/5632409,0,35,8509958,2022-10-14 03:34:00,https://h30434.www3.hp.com/t5/Notebook-Hardware-and-Upgrade-Questions/Re-HP-Envy-x360-Right-Hinge-Broken/m-p/8509958?search-action-id=582346341609&search-result-uid=8509958,"...ot it fixed and sent it back to me within 11 days and had to pay nothing. They know!      Bought mine Nov 20, same here: the right hinge broke today. I closed it for a lunch break, but the u...",null,"...ot it fixed and sent it back to me within 11 days and had to pay nothing. They know!      Bought mine Nov 20, same here: the right hinge broke today. I closed it for a lunch break, but the u...",
88343,2023-01-24 00:55:20,2023-01-24 00:55:20,5986884,AbbieM,https://h30434.www3.hp.com/t5/user/viewprofilepage/user-id/5986884,0,88966,8599250,2023-01-23 13:22:00,https://h30434.www3.hp.com/t5/Notebook-Hardware-and-Upgrade-Questions/Hinge-on-laptop-is-detaching/m-p/8599250?search-action-id=596633146214&search-result-uid=8599250,"The hinge on my laptop started to make a clicking noise and I noticed that the back of the laptop is detaching slightly, causing the screen to pop out. I can pop it back in however it happens every t...","[""HP ENVY Laptop - 13-ba0008na""]","The hinge on my laptop started to make a clicking noise and I noticed that the back of the laptop is detaching slightly, causing the screen to pop out. I can pop it back in however it happens every t...",
1286,2022-11-05 23:10:25,2022-11-21 16:32:02,4357862,AbbyJ,https://h30434.www3.hp.com/t5/user/viewprofilepage/user-id/4357862,0,1286,8166226,2021-09-16 13:42:00,https://h30434.www3.hp.com/t5/Notebook-Hardware-and-Upgrade-Questions/Left-Hinge-Broken-Corner-of-Laptop-is-cracked-and-opening/m-p/8166226?search-action-id=582346882146&search-result-uid=8166226,"Hello,   My HP Envy x360 Convertible laptop's left hinge broke and the bottom left corner is cracked and bulging. The laptop was not dropped or fell, I just opened it and when I tried to close i...","[""Hp envy x360 convertible 15-ed0xxx"", ""Microsoft Windows 10 (32-bit)""]","Hello,   My HP Envy x360 Convertible laptop's left hinge broke and the bottom left corner is cracked and bulging. The laptop was not dropped or fell, I just opened it and when I tried to close i...",
